code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
5022782664138	https://world.openfoodfacts.org/product/5022782664138	kiliweb	1575718504	1575718506	Sugar free wild berry mints																					en:fr																				unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/502/278/266/4138/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/502/278/266/4138/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/502/278/266/4138/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/502/278/266/4138/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/502/278/266/4138/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/502/278/266/4138/nutrition_fr.5.200.jpg		235	983		1.8	1.54																																			98	0										0				0	0																																																				
4056489118411	https://world.openfoodfacts.org/product/4056489118411	kiliweb	1576671654	1581081319	Kong Strong - Sugar Free Energy Drink																					en:be																				unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/405/648/911/8411/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/405/648/911/8411/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/405/648/911/8411/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/405/648/911/8411/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/405/648/911/8411/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/405/648/911/8411/nutrition_fr.5.200.jpg		2	8		0	0																																			0	0										0				0	0																																																				
8410376052633	https://world.openfoodfacts.org/product/8410376052633	kiliweb	1579176805	1579176807	Chip choco sugar free																					en:ma																				unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/841/037/605/2633/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/841/037/605/2633/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/841/037/605/2633/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/841/037/605/2633/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/841/037/605/2633/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/841/037/605/2633/nutrition_fr.5.200.jpg		454	1900		24	6																																			63	0.5										5.9				0.58	0.232																																																				
0000360054002	https://world.openfoodfacts.org/product/0000360054002	usda-ndb-import	1489070031	1563435188	Eco-Dent, Between!, Sugar Free Dental Gum, Cinnamon					Lotus Brands  Inc.	lotus-brands-inc	Snacks, Sweet snacks, Confectioneries, Chewing gum, Sugar-free chewing gum	en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum													United States	Sorbitol, gum base, maltitol syrup, xylitol, natural cinnamon flavor, dicalcium phosphate, glycerine, sodium bicarbonate, calcium ascorbate, vitamin e acetate, maltodextrin, vitamin a palmitate, resinous glaze, carnauba wax, and citrus extract.					2.5 g (2 PIECES)	2.5		8	en:e302,en:e341,en:e341ii,en:e420,en:e420i,en:e422,en:e500,en:e500ii,en:e903,en:e965,en:e965ii,en:e967	0			0					4	Sugary snacks	Sweets	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:sugar-free-chewing-gum										200	837		0																																				80											0				1.524	0.6096		0.015					0.6																																													
0000630135899	https://world.openfoodfacts.org/product/0000630135899	usda-ndb-import	1489142402	1489142402	Too Tarts, Smartchoice, Sugar Free Spray Candy, Blu Bewwy					Innovative Candy Concepts	innovative-candy-concepts															United States	Water, xylitol, citric acid, lactic acid, apple juice concentrate*, ascorbic acid, malic acid, natural and artificial flavors, sucralose, blueberry juice concentrate, sodium benzoate and potassium sorbate (as a preservative).					4.5 ml (4.5 ml)	4.5		7	en:e202,en:e211,en:e270,en:e296,en:e330,en:e955,en:e967	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											49	205		0																																				22.22	0										0				0	0		0					1.3333														0		0																													
0010700702807	https://world.openfoodfacts.org/product/0010700702807	openfoodfacts-contributors	1462010748	1572636876	Sugar free hard candy		3.6 oz			Jolly Rancher	jolly-rancher															United States																				unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/001/070/070/2807/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/001/070/070/2807/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/001/070/070/2807/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/001/070/070/2807/front_en.3.200.jpg																																																																																																																	
0011110612380	https://world.openfoodfacts.org/product/0011110612380	usda-ndb-import	1489143364	1550522053	Sugar Free Gelatin Dessert, Cherry					Kroger,  The Kroger Co.	kroger,the-kroger-co														Kroger	United States	Gelatin, adipic acid, disodium phosphate, artificial flavor, fumaric acid, contains 2% or less of: aspartame*, red 40, acesulfame potassium, salt.					2 g (0.25 PACKET)	2		7	en:e129,en:e297,en:e339,en:e339ii,en:e355,en:e428,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											250	1046		0																																				0	0										50				5.08	2.032																																																				
0011110711007	https://world.openfoodfacts.org/product/0011110711007	usda-ndb-import	1489063663	1550522061	Instant Sugar Free Pudding & Pie Filling					Kroger	kroger														Kroger	United States	Modified corn starch, tapioca maltodextrin*, disodium phosphate, tetrasodium pyrophosphate natural and artificial flavor, nonfat milk*, color (titanium dioxide, yellow 5 and 6), contains 2% or less of: salt, cellulose gum, aspartame**, emulsifier (mono - and diglycerides), soy lecithin, xanthan gum, acesulfame potassium.					7 g (7 g)	7		8	en:e171,en:e322,en:e322i,en:e339,en:e339ii,en:e415,en:e466,en:e471,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											357	1494		0	0																																	0	0	71.43	0									0	0				9.07034	3.628136		0					0														0		0																													
0011110823656	https://world.openfoodfacts.org/product/0011110823656	usda-ndb-import	1489066521	1489066522	Psst..., Sugar Free Gelatin, Strawberry Banana, Lime, Orange					Psst...	psst															United States	Sugar free strawberry banana gelatin: water, gelatin, citric acid, artificial flavor, potassium sorbate (preservative), aspartame*, acesulfame potassium salt, sodium citrate, red 40, blue 1., sugar free orange gelatin: water, gelatin, citric acid, potassium sorbate (preservative), aspartame*, natural flavor, acesulfame potassium salt, sodium citrate, yellow6., sugar free lime gelatin: water , gelatin, citric acid, natural flavor, potassium sorbate (preservative), aspartame*, acesulfame potassium, salt, sodium citrate, yellow 5, blue 1.					92 g (1 cup)	92		10	en:e102,en:e110,en:e129,en:e133,en:e202,en:e330,en:e331,en:e428,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											5	21		0	0																																			0	0										1.09				0.04064	0.016256																																																				
0011110830043	https://world.openfoodfacts.org/product/0011110830043	usda-ndb-import	1489062951	1550522125	Sugar Free Bread & Butter Chips					Kroger	kroger														Kroger	United States	Fresh cucumbers, water, vinegar, salt, spices, calcium chloride, sucralose, yellow 5, natural flavors, polysorbate 80.					28 g (1 oz)	28		3	en:e102,en:e433,en:e955	0			1		e433-monooleate-de-polyoxyethylene-de-sorbitane			4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											0	0		0																																				3.57	0										0				1.08966	0.435864																																																				
0011110839886	https://world.openfoodfacts.org/product/0011110839886	usda-ndb-import	1489093808	1550522147	Sugar Free Ice Pix Pops, Cherry-Lemon, Cherry-Lime, Cherry-Blue Raspberry					Kroger,  The Kroger Co.	kroger,the-kroger-co														Kroger	United States	Water, sorbitol, maltodextrin, citric acid, phosphoric acid, natural and artificial flavors, guar gum, xanthan gum, locust bean gum, sucralose, acesulfame potassium, modified corn starch, red 40, caramel color, gum acacia, polysorbate 80, brominated veget					51 g (1 POP)	51		11	en:e129,en:e150c,en:e330,en:e338,en:e410,en:e412,en:e415,en:e420,en:e420i,en:e433,en:e950,en:e955	0			1		e433-monooleate-de-polyoxyethylene-de-sorbitane			4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											49	205		0																																		0	0	11.76	0										0				0	0																																																				
0011110843098	https://world.openfoodfacts.org/product/0011110843098	usda-ndb-import	1489064136	1489064136	Instant Drink Mix, Sugar Free - Low Calorie					Kroeger	kroeger															United States	Citric acid, potassium and sodium citrate, natural flavor, aspartame**, magnesium oxide contains 2% or less lemon juice solids, acesulfame potassium, maltodextrn, calcium silicate, gum arabic, soy lecithin, artificial color, yellow 5.					1.9 g (8 fl oz)	1.9		8	en:e102,en:e322,en:e322i,en:e330,en:e331,en:e414,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											263	1100		0																																				0	0										0				4.67868	1.871472																																																				
0011150163897	https://world.openfoodfacts.org/product/0011150163897	usda-ndb-import	1489053592	1489053592	Drink Mix Packets, Grape, Sugar Free, Low Calorie					Roundy's	roundy-s															United States	Maltodextrin, malic acid, citric acid, asparttame**, artificial flavor, sodium citrate, acesulfame potassium, red 40, calcium silicate, magnesium oxide, blue 1.					1.1 g (1.1 g)	1.1		8	en:e129,en:e133,en:e296,en:e330,en:e331,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											455	1904		0																																				90.91	0										0				2.30886	0.923544																																																				
0011150163903	https://world.openfoodfacts.org/product/0011150163903	usda-ndb-import	1489053597	1489053597	Sugar Free Drink Mix Packets, Fruit Punch					Roundy's	roundy-s															United States	Citric acid maltodextrin, natural and artificial flavor, aspartame**, calcium phosphate, sodium citrate, red 40, contains less than 2% of: potassium citrate, acesulfame potassium, gum arabic, magnesium oxide, calcium silicate, artificial color, blue 1.					1.3 g (1.3 g)	1.3		6	en:e129,en:e133,en:e414,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											385	1611		0																																				0	0										0				1.95326	0.781304																																																				
0011150163934	https://world.openfoodfacts.org/product/0011150163934	usda-ndb-import	1489053595	1489053596	Sugar Free Drink Mix, Peach Tea					Roundy's	roundy-s															United States	Citric acid, maltodextrin, instant tea, aspartame**, caramel color, natural and artificial flavors, contains less than 2% of: magnesium oxide, acesulfame potassium, calcium silicate, yellow 5, red 40.					0.88 g (8 fl oz)	0.88		7	en:e102,en:e129,en:e150c,en:e330,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											568	2377		0																																				0	0										0				0	0																																																				
0011150163958	https://world.openfoodfacts.org/product/0011150163958	usda-ndb-import	1489053597	1489053597	Sugar Free Drink Mix, Raspberry Tea					Roundy's	roundy-s															United States	Citric acid, instant tea, maltodextrin, natural and artificial flavors, aspartame**, caramel color, acesulfame potassium, contains less than 2% of: calcium silicate, magnesium oxide, red 40.					1 g (8 fl oz)	1		6	en:e129,en:e150c,en:e330,en:e552,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											500	2092		0																																				0	0										0				0	0																																																				
0011153040454	https://world.openfoodfacts.org/product/0011153040454	usda-ndb-import	1489077937	1489077938	Sugar Free Instant Oatmeal, Maple 'N Brown Sugar					Foodtown,  Foodtown  Inc.	foodtown,foodtown-inc															United States	Whole grain rolled oats (with oat bran), salt, calcium carbonate (a source of calcium), natural and artificial flavors+, guar gum, caramel color, aspartame**, acesulfame potassium, ferric orthophosphate (a source of iron), niacinamide*, pyridoxine hydroch					28 g (1 PACKET)	28		4	en:e150c,en:e412,en:e950,en:e951	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											357	1494		7.14	0															1.79	1.79																	0	0	64.29	0									10.7	14.29				1.27	0.508		0.0010713					0	1.071	1.214286	0.014286	0.001429										0.714	0.357	0.01286	0.143																												
0011161023173	https://world.openfoodfacts.org/product/0011161023173	usda-ndb-import	1489136588	1489136588	Sugar Free Syrup					Shurefine	shurefine															United States	Water, sorbitol, cellulose gum, salt, natural & artificial flavors, phosphoric acid, caramel color, sodium benzoate, sorbic acid, aspartame, citric acid, sodium hexametaphosphate, acesulfame potassium, and neotame.					60 ml (0.25 cup)	60		10	en:e150c,en:e200,en:e211,en:e330,en:e338,en:e420,en:e420i,en:e466,en:e950,en:e951,en:e961	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											33	138		0																																				13.33										0	0				0.67818	0.271272																																																				
0011213088969	https://world.openfoodfacts.org/product/0011213088969	usda-ndb-import	1489065019	1489065019	Drink Mix, Sugar Free, Low Calorie, Green Tea, Peach Mango					Spartan	spartan															United States	Citric acid, maltodextrin, instant green tea, aspartame**, contains less than 2% of: natural flavor, acesulfame potassium, ascorbic acid (vitamin c), vitamin e acetate, sodium bicarbonate, magnesium oxide, beta-carotene, calcium carbonate, food starch-modified.					1.4 g (1.4 g)	1.4		4	en:e330,en:e500,en:e500ii,en:e950,en:e951	0			1		e160a-beta-carotene			4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											357	1494		0																																				0	0										0				2.72034	1.088136		0.0107142					0.4286																																													
0011300385339	https://world.openfoodfacts.org/product/0011300385339	usda-ndb-import	1489069166	1489069166	Star Brites, Sugar Free Candy, Peppermint					Brach's,  Ferrara Candy Company	brach-s,ferrara-candy-company															United States	Isomalt*, maltitol syrup*, titanium dioxide (color), natural flavor, red 40, blue 1, yellow 5, yellow 6, red 3, sucralose (splenda brand).					15 g (15 g)	15		8	en:e102,en:e110,en:e129,en:e133,en:e171,en:e953,en:e955,en:e965,en:e965ii	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											200	837		0																																				100											0				0	0																																																				
0011300385346	https://world.openfoodfacts.org/product/0011300385346	usda-ndb-import	1489069167	1489069167	Sugar Free Hard Candy, Butterscotch					Brach's,  Ferrara Candy Company	brach-s,ferrara-candy-company															United States	Isomalt*, salt, maltitol syrup*, natural and artificial flavors, red 40, blue 1, yellow 5, yellow 6, red 3, sucralose (splenda brand).					17 g (17 g)	17		7	en:e102,en:e110,en:e129,en:e133,en:e953,en:e955,en:e965,en:e965ii	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											206	862		0																																				100											0				1.19634	0.478536																																																				
0011300394164	https://world.openfoodfacts.org/product/0011300394164	usda-ndb-import	1489066152	1489066152	Sugar Free Lemon Drops Hard Candy, Lemon					Brach's,  Ferrara Candy Company	brach-s,ferrara-candy-company															United States	Isomalt*, citric acid, natural lemon oil, titanium dioxide [color], yellow 5, sucralose (splenda brand).					17 g (17 g)	17		5	en:e102,en:e171,en:e330,en:e953,en:e955	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											206	862		0																																				100											0				0	0																																																				
0011822584678	https://world.openfoodfacts.org/product/0011822584678	usda-ndb-import	1489071291	1489071291	Sugar Free Assorted Fruit Discs					Big Win,  Rite Aid Corporation	big-win,rite-aid-corporation															United States	Isomalt, malic acid, citric acid, natural and artificial flavors, artificial color (fd&c red 40, yellow 5, yellow 6, blue 1)					15 g (3 -4 PIECES)	15		7	en:e102,en:e110,en:e129,en:e133,en:e296,en:e330,en:e953	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											200	837		0	0																																	0	0	93.33	0									0	0				0	0		0					0														0		0																													
0012546011099	https://world.openfoodfacts.org/product/0012546011099	veganeamos	1523095781	1571188480	Trident Original Flavor Sugar Free Gum With Xylitol 14 CT Pack							Snacks, Sweet snacks, Confectioneries, Chewing gum, Sugar-free chewing gum	en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum													France	desconocido								0		0			0						Sugary snacks	Sweets	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:sugar-free-chewing-gum					https://static.openfoodfacts.org/images/products/001/254/601/1099/ingredients_en.7.400.jpg	https://static.openfoodfacts.org/images/products/001/254/601/1099/ingredients_en.7.200.jpg				5	21		0	0																																			0	0										0																																																									
0012546673099	https://world.openfoodfacts.org/product/0012546673099	kiliweb	1525021982	1563435204	Trident Sugar Free Gum - Passionberry Twist							Snacks, Snacks sucrés, Confiseries, Chewing-gum, Chewing-gum sans sucres	en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum													France																				Sugary snacks	Sweets	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:sugar-free-chewing-gum					https://static.openfoodfacts.org/images/products/001/254/667/3099/ingredients_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/001/254/667/3099/ingredients_fr.4.200.jpg				5	21		0	0																																			0	0										0																																																									
0012900043186	https://world.openfoodfacts.org/product/0012900043186	usda-ndb-import	1489078031	1489078031	Specialty Bakers, Sugar Free Dessert Shells					Specialty Bakers  Llc	specialty-bakers-llc															United States	Bleached enriched flour (wheat flour, thiamine, riboflavin, niacin, reduced iron, folic acid), eggs, polydextrose, water, maltitol, maltitol syrup, glycerine, baking powder (sodium acid pyrophosphate, sodium bicarbonate, corn starch, calcium sulfate, mono		en:eggs,en:gluten			24 g (1 (SHELL))	24		6	en:e1200,en:e422,en:e450,en:e500,en:e500ii,en:e965,en:e965ii	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											250	1046		4.17	0																																	0	0.125	75	0									16.7	4.17				1.79832	0.719328		0					0														0		0.0015																													
0013650000023	https://world.openfoodfacts.org/product/0013650000023	usda-ndb-import	1489074047	1489074048	Sugar Free Chocolate Coconut Squares					Landies	landies															United States	Maltitol, cocoa butter, chocolate liquor, sodium caseinate (milk), milk fat, soy lecithin (an emulsifier), vanilla, natural flavors, salt, unsweetened dosicated coconut (treated with sodium metabisulfate), coconut cream oil.		en:milk			42 g (3 PIECES)	42		3	en:e223,en:e322,en:e322i,en:e965	0			0					4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded											514	2151		40.48	28.57																																	0	0.01	50	0									4.8	19.05				0.24892	0.099568		0					0														0		0.00086																													
